order_id,supplier,category,order_date,promised_date,actual_date,ordered_qty,delivered_qty,rejected_qty,base_price,actual_price,complaints,payment_status,delay_days,fulfillment_ratio,rejection_ratio,price_deviation,delay_trend,complaint_frequency,payment_risk
ORD-1958,Alpha Parts,Tools,2023-11-04,2023-11-18,2023-11-23,637,445,44,50,52.14536283363406,0,On-Time,5,0.6985871271585558,0.09887640449438202,0.0429072566726812,6.666666666666667,0.0,0
ORD-1056,Alpha Parts,Components,2023-11-12,2023-11-20,2023-12-02,984,787,39,37,35.54675321975169,0,Delayed,12,0.7997967479674797,0.04955527318932656,-0.039276940006710996,5.666666666666667,0.0,2
ORD-1735,Alpha Parts,Machinery,2023-11-12,2023-11-19,2023-12-01,370,296,14,98,106.26922370438172,0,On-Time,12,0.8,0.0472972972972973,0.08437983371818078,9.666666666666666,0.0,0
ORD-1052,Alpha Parts,Packaging,2023-11-18,2023-11-24,2023-12-06,803,803,160,16,17.731060302944964,0,Delayed,12,1.0,0.199252801992528,0.10819126893406028,12.0,0.0,2
ORD-1089,Alpha Parts,Chemicals,2023-12-13,2023-12-21,2024-01-05,628,376,37,99,98.16954469331796,0,Delayed,15,0.5987261146496815,0.09840425531914894,-0.008388437441232731,13.0,0.0,2
ORD-1301,Alpha Parts,Components,2023-12-24,2024-01-06,2024-01-14,543,434,65,37,36.22498244322018,0,On-Time,8,0.7992633517495396,0.1497695852534562,-0.02094642045350871,11.666666666666666,0.0,0
ORD-1073,Apex Logistics,Electronics,2023-01-08,2023-01-16,2023-01-16,865,865,0,40,40.66704550934183,0,On-Time,0,1.0,0.0,0.016676137733545815,0.0,0.0,0
ORD-1333,Apex Logistics,Chemicals,2023-01-19,2023-01-24,2023-01-25,311,311,0,71,79.24367090573966,0,Delayed,1,1.0,0.0,0.11610804092591075,0.5,0.0,2
ORD-1208,Apex Logistics,Packaging,2023-01-27,2023-02-07,2023-02-07,382,382,0,89,100.28177393353688,0,On-Time,0,1.0,0.0,0.12676150487120094,0.3333333333333333,0.0,0
ORD-1910,Apex Logistics,Electronics,2023-02-15,2023-02-22,2023-02-22,252,246,0,88,88.26662161529252,0,On-Time,0,0.9761904761904762,0.0,0.0030297910828695636,0.3333333333333333,0.0,0
ORD-1675,Apex Logistics,Machinery,2023-03-02,2023-03-10,2023-03-10,685,685,0,34,33.35293975867858,0,On-Time,0,1.0,0.0,-0.019031183568277044,0.0,0.0,0
ORD-1454,Apex Logistics,Machinery,2023-03-27,2023-04-09,2023-04-09,554,554,0,23,24.272937260997853,0,On-Time,0,1.0,0.0,0.05534509830425449,0.0,0.0,0
ORD-1522,Apex Logistics,Tools,2023-03-29,2023-04-04,2023-04-06,137,137,0,79,80.19196251411454,0,On-Time,2,1.0,0.0,0.015088133090057418,0.6666666666666666,0.0,0
ORD-1298,Apex Logistics,Tools,2023-04-21,2023-04-28,2023-04-28,952,952,0,70,66.60609055192829,0,On-Time,0,1.0,0.0,-0.048484420686738715,0.6666666666666666,0.0,0
ORD-1092,Apex Logistics,Packaging,2023-05-07,2023-05-17,2023-05-17,141,141,0,10,9.74778883524387,0,On-Time,0,1.0,0.0,-0.02522111647561296,0.6666666666666666,0.0,0
ORD-1515,Apex Logistics,Packaging,2023-05-09,2023-05-19,2023-05-19,777,777,0,39,44.71758076504187,0,On-Time,0,1.0,0.0,0.14660463500107368,0.0,0.0,0
ORD-1273,Apex Logistics,Fasteners,2023-05-12,2023-05-18,2023-05-18,333,333,0,65,70.82434806043662,0,On-Time,0,1.0,0.0,0.089605354775948,0.0,0.0,0
ORD-1470,Apex Logistics,Components,2023-05-20,2023-05-30,2023-05-30,165,165,1,89,101.76033551013072,0,On-Time,0,1.0,0.006060606060606061,0.14337455629360354,0.0,0.0,0
ORD-1001,Apex Logistics,Components,2023-05-21,2023-05-31,2023-05-31,748,748,0,60,63.03013634649427,0,Under Review,0,1.0,0.0,0.050502272441571114,0.0,0.0,1
ORD-1813,Apex Logistics,Electronics,2023-05-25,2023-06-02,2023-06-02,514,514,0,97,94.61541366393436,0,On-Time,0,1.0,0.0,-0.024583364289336475,0.0,0.0,0
ORD-1855,Apex Logistics,Packaging,2023-06-06,2023-06-20,2023-06-20,168,168,0,68,66.23959655212815,0,On-Time,0,1.0,0.0,-0.025888285998115466,0.0,0.0,0
ORD-1465,Apex Logistics,Components,2023-06-09,2023-06-19,2023-06-19,373,373,3,22,25.008776336421388,0,On-Time,0,1.0,0.00804289544235925,0.1367625607464267,0.0,0.0,0
ORD-1153,Apex Logistics,Chemicals,2023-06-20,2023-06-28,2023-06-28,167,167,0,35,39.50450394608952,0,On-Time,0,1.0,0.0,0.1287001127454149,0.0,0.0,0
ORD-1741,Apex Logistics,Fasteners,2023-06-25,2023-07-07,2023-07-07,266,266,0,49,50.2421699670762,0,On-Time,0,1.0,0.0,0.02535040749135104,0.0,0.0,0
ORD-1506,Apex Logistics,Packaging,2023-06-29,2023-07-05,2023-07-05,504,504,0,75,75.64384021226043,0,On-Time,0,1.0,0.0,0.008584536163472383,0.0,0.0,0
ORD-1147,Apex Logistics,Raw Materials,2023-07-12,2023-07-23,2023-07-25,544,544,0,45,50.48850171937772,0,Delayed,2,1.0,0.0,0.1219667048750605,0.6666666666666666,0.0,2
ORD-1694,Apex Logistics,Raw Materials,2023-07-12,2023-07-21,2023-07-21,733,733,7,35,33.689713049221446,0,On-Time,0,1.0,0.009549795361527967,-0.0374367700222444,0.6666666666666666,0.0,0
ORD-1841,Apex Logistics,Electronics,2023-07-24,2023-08-07,2023-08-07,943,943,0,42,47.11399277883129,0,On-Time,0,1.0,0.0,0.1217617328293164,0.6666666666666666,0.0,0
ORD-1049,Apex Logistics,Packaging,2023-08-08,2023-08-14,2023-08-14,526,526,0,70,76.7362503472422,0,Under Review,0,1.0,0.0,0.09623214781774578,0.0,0.0,1
ORD-1957,Apex Logistics,Electronics,2023-08-09,2023-08-20,2023-08-20,577,577,0,28,28.70419929451827,0,On-Time,0,1.0,0.0,0.025149974804223874,0.0,0.0,0
ORD-1221,Apex Logistics,Chemicals,2023-08-12,2023-08-19,2023-08-19,606,606,0,38,38.23304535438199,1,On-Time,0,1.0,0.0,0.006132772483736653,0.0,1.0,0
ORD-1472,Apex Logistics,Machinery,2023-08-27,2023-09-07,2023-09-08,167,167,0,17,17.58896672602147,0,Delayed,1,1.0,0.0,0.03464510153067479,0.3333333333333333,1.0,2
ORD-1205,Apex Logistics,Tools,2023-09-02,2023-09-12,2023-09-12,668,668,0,50,49.426172260119536,0,On-Time,0,1.0,0.0,-0.011476554797609282,0.3333333333333333,1.0,0
ORD-1328,Apex Logistics,Raw Materials,2023-09-14,2023-09-19,2023-09-19,556,556,0,81,88.35501703898261,1,On-Time,0,1.0,0.0,0.09080267949361245,0.3333333333333333,2.0,0
ORD-1299,Apex Logistics,Fasteners,2023-09-17,2023-09-30,2023-09-30,491,491,0,98,107.42160927057898,0,On-Time,0,1.0,0.0,0.0961388701079488,0.0,2.0,0
ORD-1967,Apex Logistics,Components,2023-09-17,2023-09-29,2023-09-29,972,972,0,48,49.167326930739776,0,On-Time,0,1.0,0.0,0.024319311057078668,0.0,1.0,0
ORD-1062,Apex Logistics,Components,2023-09-20,2023-10-02,2023-10-02,180,180,1,90,90.63996684747217,0,On-Time,0,1.0,0.005555555555555556,0.007110742749690739,0.0,1.0,0
ORD-1718,Apex Logistics,Raw Materials,2023-11-06,2023-11-16,2023-11-16,207,207,0,46,44.40133352946152,0,On-Time,0,1.0,0.0,-0.03475361892474962,0.0,1.0,0
ORD-1706,Apex Logistics,Machinery,2023-11-25,2023-12-02,2023-12-02,735,735,0,56,60.29570858240909,0,On-Time,0,1.0,0.0,0.07670908182873377,0.0,0.0,0
ORD-1356,Apex Logistics,Raw Materials,2023-12-04,2023-12-14,2023-12-14,771,771,0,89,92.97181407986012,0,Under Review,0,1.0,0.0,0.04462712449281038,0.0,0.0,1
ORD-1907,Apex Logistics,Fasteners,2023-12-27,2024-01-10,2024-01-10,724,724,0,39,38.08786872574037,0,On-Time,0,1.0,0.0,-0.023387981391272534,0.0,0.0,0
ORD-1493,Atlas Logistics,Tools,2023-01-23,2023-02-06,2023-02-06,856,856,0,88,98.94774813744075,0,On-Time,0,1.0,0.0,0.12440622883455403,0.0,0.0,0
ORD-1344,Atlas Logistics,Electronics,2023-01-24,2023-02-04,2023-02-04,803,803,0,66,70.61107738329407,0,On-Time,0,1.0,0.0,0.06986480883778899,0.0,0.0,0
ORD-1357,Atlas Logistics,Components,2023-02-02,2023-02-08,2023-02-08,741,726,0,91,87.64840961903813,0,On-Time,0,0.979757085020243,0.0,-0.03683066352705348,0.0,0.0,0
ORD-1670,Atlas Logistics,Electronics,2023-02-17,2023-02-28,2023-02-28,913,913,0,30,33.163867570826085,0,On-Time,0,1.0,0.0,0.1054622523608695,0.0,0.0,0
ORD-1550,Atlas Logistics,Components,2023-03-14,2023-03-24,2023-03-24,623,623,0,90,92.05839166794227,0,On-Time,0,1.0,0.0,0.022871018532691936,0.0,0.0,0
ORD-1000,Atlas Logistics,Packaging,2023-03-22,2023-03-29,2023-03-29,967,967,0,26,25.18286208108773,0,On-Time,0,1.0,0.0,-0.03142838149662575,0.0,0.0,0
ORD-1512,Atlas Logistics,Fasteners,2023-04-01,2023-04-06,2023-04-06,854,854,0,69,66.8048574026711,0,Delayed,0,1.0,0.0,-0.03181366083085357,0.0,0.0,2
ORD-1558,Atlas Logistics,Chemicals,2023-04-24,2023-05-01,2023-05-01,165,165,0,90,93.23310787126212,0,On-Time,0,1.0,0.0,0.03592342079180134,0.0,0.0,0
ORD-1989,Atlas Logistics,Electronics,2023-04-28,2023-05-09,2023-05-09,754,754,7,66,75.30236825464883,0,On-Time,0,1.0,0.009283819628647215,0.14094497355528524,0.0,0.0,0
ORD-1889,Atlas Logistics,Chemicals,2023-05-03,2023-05-14,2023-05-15,896,896,0,48,47.50612975612614,0,On-Time,1,1.0,0.0,-0.010288963414038696,0.3333333333333333,0.0,0
ORD-1009,Atlas Logistics,Fasteners,2023-05-16,2023-05-22,2023-05-22,146,146,0,95,94.65285715320256,0,On-Time,0,1.0,0.0,-0.0036541352294467274,0.3333333333333333,0.0,0
ORD-1523,Atlas Logistics,Raw Materials,2023-05-17,2023-05-22,2023-05-22,980,980,0,14,14.253375458109964,0,On-Time,0,1.0,0.0,0.018098247007854593,0.3333333333333333,0.0,0
ORD-1811,Atlas Logistics,Fasteners,2023-05-23,2023-06-04,2023-06-04,820,820,8,28,30.018336688301986,0,On-Time,0,1.0,0.00975609756097561,0.07208345315364235,0.0,0.0,0
ORD-1492,Atlas Logistics,Chemicals,2023-06-06,2023-06-11,2023-06-11,321,321,0,98,97.2340091069249,1,On-Time,0,1.0,0.0,-0.00781623360280713,0.0,1.0,0
ORD-1644,Atlas Logistics,Machinery,2023-06-19,2023-07-01,2023-07-01,703,703,0,56,62.69086288989028,0,On-Time,0,1.0,0.0,0.1194796944623265,0.0,1.0,0
ORD-1401,Atlas Logistics,Machinery,2023-07-14,2023-07-20,2023-07-21,646,633,0,41,43.35471853819992,0,Delayed,1,0.9798761609907121,0.0,0.057432159468290694,0.3333333333333333,1.0,2
ORD-1226,Atlas Logistics,Components,2023-07-17,2023-07-29,2023-07-30,464,464,4,68,65.43966021227293,0,On-Time,1,1.0,0.008620689655172414,-0.037652055701868734,0.6666666666666666,1.0,0
ORD-1622,Atlas Logistics,Fasteners,2023-07-24,2023-08-01,2023-08-02,918,918,0,58,64.23843217027343,0,On-Time,1,1.0,0.0,0.10755917534954185,1.0,1.0,0
ORD-1352,Atlas Logistics,Raw Materials,2023-08-01,2023-08-10,2023-08-10,818,818,8,48,48.856952034928185,0,On-Time,0,1.0,0.009779951100244499,0.017853167394337177,0.6666666666666666,0.0,0
ORD-1905,Atlas Logistics,Electronics,2023-08-09,2023-08-15,2023-08-15,128,128,0,68,67.96435099457527,0,On-Time,0,1.0,0.0,-0.000524250079775445,0.3333333333333333,0.0,0
ORD-1636,Atlas Logistics,Fasteners,2023-08-14,2023-08-19,2023-08-19,857,857,0,60,63.97712517637442,0,On-Time,0,1.0,0.0,0.06628541960624036,0.0,0.0,0
ORD-1057,Atlas Logistics,Packaging,2023-08-29,2023-09-10,2023-09-10,586,586,0,26,25.33193506751236,0,On-Time,0,1.0,0.0,-0.0256948050956784,0.0,0.0,0
ORD-1527,Atlas Logistics,Machinery,2023-08-30,2023-09-11,2023-09-11,489,489,4,95,104.24657794518404,0,On-Time,0,1.0,0.0081799591002045,0.09733239942298993,0.0,0.0,0
ORD-1736,Atlas Logistics,Machinery,2023-09-10,2023-09-18,2023-09-18,269,269,0,39,43.81399926570548,0,On-Time,0,1.0,0.0,0.12343587860783291,0.0,0.0,0
ORD-1355,Atlas Logistics,Packaging,2023-09-28,2023-10-06,2023-10-06,354,354,0,72,72.08242815013287,0,On-Time,0,1.0,0.0,0.0011448354185120814,0.0,0.0,0
ORD-1814,Atlas Logistics,Components,2023-09-30,2023-10-14,2023-10-14,682,682,0,37,41.07316972524593,0,On-Time,0,1.0,0.0,0.11008566824989008,0.0,0.0,0
ORD-1763,Atlas Logistics,Components,2023-10-04,2023-10-16,2023-10-18,211,211,0,86,83.23604965514332,0,On-Time,2,1.0,0.0,-0.0321389574983335,0.6666666666666666,0.0,0
ORD-1507,Atlas Logistics,Raw Materials,2023-10-09,2023-10-20,2023-10-20,969,969,0,66,65.89003843691276,0,On-Time,0,1.0,0.0,-0.0016660842892005949,0.6666666666666666,0.0,0
ORD-1831,Atlas Logistics,Machinery,2023-11-18,2023-11-24,2023-11-25,610,610,6,60,58.10592032410284,0,On-Time,1,1.0,0.009836065573770493,-0.031567994598286,1.0,0.0,0
ORD-1300,Atlas Logistics,Chemicals,2023-11-23,2023-12-07,2023-12-07,177,177,0,16,18.15068983040813,0,On-Time,0,1.0,0.0,0.1344181144005081,0.3333333333333333,0.0,0
ORD-1688,Atlas Logistics,Electronics,2023-12-13,2023-12-23,2023-12-23,690,690,0,58,61.34984241292367,1,On-Time,0,1.0,0.0,0.05775590367109778,0.3333333333333333,1.0,0
ORD-1808,Atlas Logistics,Components,2023-12-21,2024-01-01,2024-01-01,305,305,0,11,11.914663483970102,0,On-Time,0,1.0,0.0,0.08315122581546384,0.0,1.0,0
ORD-1709,Atlas Logistics,Raw Materials,2023-12-23,2024-01-05,2024-01-05,191,191,0,56,59.85158535568415,0,On-Time,0,1.0,0.0,0.06877830992293126,0.0,1.0,0
ORD-1724,Atlas Logistics,Components,2023-12-26,2024-01-08,2024-01-08,925,925,0,10,10.10733489071316,0,Delayed,0,1.0,0.0,0.010733489071315994,0.0,1.0,2
ORD-1749,Atlas Logistics,Packaging,2023-12-26,2023-12-31,2023-12-31,886,886,0,38,36.64727742434788,0,On-Time,0,1.0,0.0,-0.03559796251716114,0.0,1.0,0
ORD-1432,Beta Corp,Electronics,2023-01-09,2023-01-22,2023-01-22,960,940,0,58,63.88903278534016,0,On-Time,0,0.9791666666666666,0.0,0.10153504802310626,0.0,0.0,0
ORD-1888,Beta Corp,Machinery,2023-01-10,2023-01-16,2023-01-16,475,475,4,51,54.12169437559151,0,On-Time,0,1.0,0.008421052631578947,0.06120969363904921,0.0,0.0,0
ORD-1511,Beta Corp,Tools,2023-01-22,2023-01-28,2023-01-30,975,975,9,20,21.157264946840737,0,On-Time,2,1.0,0.009230769230769232,0.05786324734203685,0.6666666666666666,0.0,0
ORD-1801,Beta Corp,Tools,2023-02-12,2023-02-24,2023-02-24,833,833,0,33,31.58756905842217,0,On-Time,0,1.0,0.0,-0.042800937623570644,0.6666666666666666,0.0,0
ORD-1727,Beta Corp,Components,2023-02-15,2023-03-01,2023-03-01,206,206,0,82,81.25923804014376,0,On-Time,0,1.0,0.0,-0.00903368243727126,0.6666666666666666,0.0,0
ORD-1010,Beta Corp,Components,2023-03-26,2023-04-03,2023-04-03,551,551,0,48,54.02160950325327,0,On-Time,0,1.0,0.0,0.1254501979844432,0.0,0.0,0
ORD-1041,Beta Corp,Components,2023-04-08,2023-04-17,2023-04-17,759,743,7,23,25.784238548794217,0,On-Time,0,0.9789196310935442,0.009421265141318977,0.12105384994757466,0.0,0.0,0
ORD-1997,Beta Corp,Packaging,2023-04-16,2023-04-23,2023-04-24,798,798,0,75,72.45661754995876,0,On-Time,1,1.0,0.0,-0.033911766000549806,0.3333333333333333,0.0,0
ORD-1074,Beta Corp,Tools,2023-04-22,2023-04-27,2023-04-27,999,999,9,13,14.875706281021658,0,On-Time,0,1.0,0.009009009009009009,0.14428509854012758,0.3333333333333333,0.0,0
ORD-1544,Beta Corp,Raw Materials,2023-04-25,2023-05-03,2023-05-03,172,172,0,22,21.47576369392346,0,On-Time,0,1.0,0.0,-0.02382892300347902,0.3333333333333333,0.0,0
ORD-1351,Beta Corp,Electronics,2023-05-09,2023-05-19,2023-05-19,749,749,0,43,45.37152113065473,0,Delayed,0,1.0,0.0,0.05515165420127273,0.0,0.0,2
ORD-1928,Beta Corp,Components,2023-05-16,2023-05-21,2023-05-23,554,554,0,79,77.08652871944341,0,On-Time,2,1.0,0.0,-0.02422115545008345,0.6666666666666666,0.0,0
ORD-1829,Beta Corp,Components,2023-06-06,2023-06-18,2023-06-18,549,549,0,76,82.30837391623443,0,On-Time,0,1.0,0.0,0.08300491995045303,0.6666666666666666,0.0,0
ORD-1895,Beta Corp,Chemicals,2023-06-10,2023-06-21,2023-06-21,674,674,0,69,72.7877324200523,0,On-Time,0,1.0,0.0,0.05489467275438106,0.6666666666666666,0.0,0
ORD-1481,Beta Corp,Components,2023-06-19,2023-06-27,2023-06-27,415,415,0,61,64.40558515024405,0,On-Time,0,1.0,0.0,0.055829264758099184,0.0,0.0,0
ORD-1949,Beta Corp,Packaging,2023-07-09,2023-07-14,2023-07-14,947,928,0,83,83.56994126849969,0,On-Time,0,0.9799366420274551,0.0,0.0068667622710806035,0.0,0.0,0
ORD-1443,Beta Corp,Components,2023-07-15,2023-07-27,2023-07-27,762,762,0,44,50.098266209802425,0,On-Time,0,1.0,0.0,0.13859695931369148,0.0,0.0,0
ORD-1085,Beta Corp,Raw Materials,2023-07-31,2023-08-10,2023-08-10,739,739,0,12,12.126286574774886,0,On-Time,0,1.0,0.0,0.010523881231240484,0.0,0.0,0
ORD-1538,Beta Corp,Machinery,2023-08-02,2023-08-10,2023-08-10,704,704,7,69,69.32628961279262,0,Delayed,0,1.0,0.009943181818181818,0.004728834968009002,0.0,0.0,2
ORD-1278,Beta Corp,Raw Materials,2023-08-20,2023-08-29,2023-08-30,139,139,0,34,36.70049974265415,0,On-Time,1,1.0,0.0,0.07942646301923977,0.3333333333333333,0.0,0
ORD-1005,Beta Corp,Raw Materials,2023-08-23,2023-09-04,2023-09-06,853,853,0,92,93.86986333614968,0,On-Time,2,1.0,0.0,0.020324601479887797,1.0,0.0,0
ORD-1646,Beta Corp,Tools,2023-09-01,2023-09-15,2023-09-16,929,929,9,80,82.96430425883223,0,On-Time,1,1.0,0.00968783638320775,0.03705380323540286,1.3333333333333333,0.0,0
ORD-1095,Beta Corp,Fasteners,2023-09-15,2023-09-23,2023-09-23,425,425,0,47,51.19146163678762,0,On-Time,0,1.0,0.0,0.08918003482526855,1.0,0.0,0
ORD-1275,Beta Corp,Fasteners,2023-09-21,2023-10-05,2023-10-05,571,571,0,19,19.265184286793065,1,Delayed,0,1.0,0.0,0.01395706772595081,0.3333333333333333,1.0,2
ORD-1871,Beta Corp,Fasteners,2023-10-09,2023-10-20,2023-10-20,552,552,0,30,30.60496786148365,0,On-Time,0,1.0,0.0,0.02016559538278836,0.0,1.0,0
ORD-1738,Beta Corp,Components,2023-10-13,2023-10-26,2023-10-27,484,474,0,63,69.96092477540516,0,On-Time,1,0.9793388429752066,0.0,0.11049086945087556,0.3333333333333333,1.0,0
ORD-1972,Beta Corp,Machinery,2023-10-30,2023-11-11,2023-11-11,569,569,0,31,30.66631008541277,1,Delayed,0,1.0,0.0,-0.01076419079313641,0.3333333333333333,2.0,2
ORD-1562,Beta Corp,Packaging,2023-11-09,2023-11-23,2023-11-23,935,916,0,65,72.29940558529617,0,Delayed,0,0.9796791443850268,0.0,0.11229854746609494,0.3333333333333333,2.0,2
ORD-1660,Beta Corp,Machinery,2023-11-24,2023-12-05,2023-12-05,252,252,0,54,53.000171336961984,0,On-Time,0,1.0,0.0,-0.01851534561181512,0.0,1.0,0
