order_id,supplier,category,order_date,promised_date,actual_date,ordered_qty,delivered_qty,rejected_qty,base_price,actual_price,complaints,payment_status
ORD-1027,Delta Manufacturing,Raw Materials,2023-04-08,2023-04-17,2023-04-17,838,838,0,17,17.855936354523607,0,On-Time
ORD-1028,Speedy Supply,Components,2023-01-02,2023-01-16,2023-01-18,409,409,0,34,36.71399789208927,0,On-Time
ORD-1029,Swift Transport,Tools,2023-01-20,2023-01-28,2023-01-28,828,828,0,98,103.61039089785791,0,On-Time
ORD-1030,Mega Corp,Packaging,2023-11-25,2023-12-05,2023-12-05,479,479,0,15,15.849693183673262,0,Delayed
ORD-1031,Zenith Suppliers,Machinery,2023-03-26,2023-04-07,2023-04-07,578,578,0,97,97.43380382233681,0,On-Time
ORD-1032,Quality First,Chemicals,2023-08-14,2023-08-28,2023-08-29,813,813,0,54,61.52166282213709,0,On-Time
ORD-1033,Prime Suppliers,Components,2023-12-10,2023-12-16,2023-12-16,284,284,0,35,36.148559048737944,0,On-Time
ORD-1034,Zenith Suppliers,Components,2023-02-17,2023-02-27,2023-02-27,792,792,0,24,23.889574808374164,0,On-Time
ORD-1035,Titan Supply,Raw Materials,2023-12-09,2023-12-16,2023-12-16,529,529,0,18,17.993995518437526,0,Under Review
ORD-1036,Phoenix Trading,Fasteners,2023-06-23,2023-07-04,2023-07-04,466,466,0,29,28.776201790423286,0,Delayed
ORD-1037,Alpha Parts,Machinery,2023-02-09,2023-02-20,2023-03-07,222,133,13,40,39.28023879612928,0,On-Time
ORD-1038,Stellar Components,Machinery,2023-07-05,2023-07-19,2023-07-20,896,896,8,35,40.05396481484941,0,On-Time
ORD-1039,Swift Transport,Packaging,2023-09-10,2023-09-19,2023-09-19,844,844,0,98,102.49869102533069,0,On-Time
ORD-1040,Vertex Solutions,Components,2023-02-13,2023-02-25,2023-02-25,647,647,0,86,88.49508926353447,0,On-Time
ORD-1041,Beta Corp,Components,2023-04-08,2023-04-17,2023-04-17,759,743,7,23,25.784238548794217,0,On-Time
ORD-1042,Prime Suppliers,Chemicals,2023-04-16,2023-04-24,2023-04-24,598,598,0,71,78.87150814941725,0,On-Time
ORD-1043,Vertex Solutions,Machinery,2023-03-15,2023-03-21,2023-03-21,484,484,0,54,54.85674061876299,0,On-Time
ORD-1044,Speedy Supply,Machinery,2023-03-25,2023-04-02,2023-04-06,767,767,0,77,79.53835259224968,0,On-Time
ORD-1045,Titan Supply,Fasteners,2023-07-25,2023-08-02,2023-08-02,114,114,0,72,70.78001732702698,0,On-Time
ORD-1046,Prime Suppliers,Components,2023-06-07,2023-06-20,2023-06-20,869,869,0,32,32.45353882760001,0,On-Time
ORD-1047,Prime Suppliers,Components,2023-10-22,2023-11-05,2023-11-05,774,774,0,54,51.95365762208448,0,On-Time
ORD-1048,Quantum Logistics,Raw Materials,2023-03-18,2023-03-28,2023-03-29,723,723,0,13,13.09115682838409,0,On-Time
ORD-1049,Apex Logistics,Packaging,2023-08-08,2023-08-14,2023-08-14,526,526,0,70,76.7362503472422,0,Under Review
ORD-1050,Nova Logistics,Fasteners,2023-01-25,2023-02-05,2023-02-17,882,529,79,47,47.23118277940428,0,On-Time
ORD-1051,Elite Materials,Fasteners,2023-12-01,2023-12-06,2023-12-06,265,265,0,77,87.72500535270527,0,On-Time
ORD-1052,Alpha Parts,Packaging,2023-11-18,2023-11-24,2023-12-06,803,803,160,16,17.731060302944964,0,Delayed
ORD-1053,Delta Manufacturing,Components,2023-11-04,2023-11-10,2023-11-10,185,185,0,36,36.715122092773406,0,On-Time
ORD-1054,Delta Manufacturing,Electronics,2023-09-19,2023-09-25,2023-09-25,109,109,0,25,25.659753195652517,0,On-Time
ORD-1055,Quantum Logistics,Components,2023-02-14,2023-02-25,2023-02-25,106,106,1,63,68.65457603095236,0,On-Time
ORD-1056,Alpha Parts,Components,2023-11-12,2023-11-20,2023-12-02,984,787,39,37,35.54675321975169,0,Delayed
ORD-1057,Atlas Logistics,Packaging,2023-08-29,2023-09-10,2023-09-10,586,586,0,26,25.33193506751236,0,On-Time
ORD-1058,Swift Transport,Chemicals,2023-01-03,2023-01-17,2023-01-19,330,330,6,49,55.43585451015274,0,Delayed
ORD-1059,Titan Supply,Electronics,2023-11-15,2023-11-29,2023-11-29,116,116,1,56,60.28429603207209,0,On-Time
ORD-1060,Elite Materials,Raw Materials,2023-11-14,2023-11-19,2023-11-19,268,268,0,63,71.77093342681741,0,On-Time
ORD-1061,Speedy Supply,Chemicals,2023-04-14,2023-04-27,2023-04-29,751,751,0,37,41.41596535979595,0,On-Time
ORD-1062,Apex Logistics,Components,2023-09-20,2023-10-02,2023-10-02,180,180,1,90,90.63996684747217,0,On-Time
ORD-1063,Beta Corp,Components,2023-12-30,2024-01-08,2024-01-08,907,907,0,69,78.2377661504012,0,Delayed
ORD-1064,Zenith Suppliers,Electronics,2023-06-27,2023-07-05,2023-07-05,366,366,0,42,41.86765177619488,0,On-Time
ORD-1065,Quantum Logistics,Fasteners,2023-08-30,2023-09-10,2023-09-11,515,515,0,73,69.7268425097906,0,On-Time
ORD-1066,Precision Parts,Packaging,2023-06-01,2023-06-13,2023-06-13,446,446,0,39,41.03528678315828,0,On-Time
ORD-1067,Quality First,Fasteners,2023-05-31,2023-06-06,2023-06-06,633,633,0,94,90.43689747330163,0,On-Time
ORD-1068,Quantum Logistics,Tools,2023-01-10,2023-01-18,2023-01-18,264,264,2,24,22.830896156586793,0,On-Time
ORD-1069,Speedy Supply,Tools,2023-01-18,2023-01-30,2023-01-30,690,655,13,69,76.92916330048565,0,On-Time
ORD-1070,Speedy Supply,Tools,2023-10-10,2023-10-18,2023-10-18,270,243,0,84,91.65660341945338,0,Delayed
ORD-1071,Titan Supply,Packaging,2023-03-14,2023-03-21,2023-03-21,764,764,0,67,64.76892106668764,0,On-Time
ORD-1072,Vanguard Parts,Raw Materials,2023-04-21,2023-04-28,2023-04-28,769,769,0,70,73.05176444149632,0,Under Review
ORD-1073,Apex Logistics,Electronics,2023-01-08,2023-01-16,2023-01-16,865,865,0,40,40.667045509341825,0,On-Time
ORD-1074,Beta Corp,Tools,2023-04-22,2023-04-27,2023-04-27,999,999,9,13,14.875706281021658,0,On-Time
ORD-1075,Fusion Materials,Chemicals,2023-02-06,2023-02-12,2023-02-12,700,700,0,97,98.05855253622286,0,On-Time
ORD-1076,Vertex Solutions,Chemicals,2023-01-28,2023-02-06,2023-02-07,840,840,0,62,66.00700011416963,0,On-Time
ORD-1077,Stellar Components,Machinery,2023-09-09,2023-09-14,2023-09-14,683,669,6,64,68.74004435168825,0,On-Time
ORD-1078,Nexus Trading,Tools,2023-02-17,2023-02-25,2023-02-25,163,163,0,89,97.95696737315026,0,On-Time
ORD-1079,Titan Supply,Raw Materials,2023-08-12,2023-08-24,2023-08-24,873,873,0,25,26.943182862804505,0,On-Time
ORD-1080,Quality First,Components,2023-09-01,2023-09-14,2023-09-14,806,789,7,45,51.363095055881026,0,On-Time
ORD-1081,Phoenix Trading,Packaging,2023-01-04,2023-01-18,2023-01-18,918,918,0,56,59.51460490830806,0,On-Time
ORD-1082,Alpha Parts,Packaging,2023-01-31,2023-02-14,2023-02-19,759,759,75,81,88.00311488733912,0,On-Time
ORD-1083,Elite Materials,Chemicals,2023-09-10,2023-09-21,2023-09-21,939,939,0,36,40.344888629813596,0,Under Review
ORD-1084,Quality First,Chemicals,2023-05-31,2023-06-14,2023-06-14,265,265,0,83,92.4962348315533,0,On-Time
ORD-1085,Beta Corp,Raw Materials,2023-07-31,2023-08-10,2023-08-10,739,739,0,12,12.126286574774886,0,On-Time
ORD-1086,Vanguard Parts,Packaging,2023-06-06,2023-06-19,2023-06-19,287,281,0,42,40.14825985415584,0,On-Time
ORD-1087,Vertex Solutions,Machinery,2023-08-19,2023-08-28,2023-08-28,551,539,0,62,61.78356775811366,0,On-Time
ORD-1088,Mega Corp,Machinery,2023-12-25,2024-01-06,2024-01-06,890,890,0,78,79.2651575437072,0,On-Time
ORD-1089,Alpha Parts,Chemicals,2023-12-13,2023-12-21,2024-01-05,628,376,37,99,98.16954469331795,0,Delayed
ORD-1090,Omega Industries,Electronics,2023-12-20,2023-12-29,2024-01-06,587,587,117,80,82.33625783808913,0,On-Time
ORD-1091,Phoenix Trading,Chemicals,2023-10-06,2023-10-16,2023-10-16,487,487,0,77,81.75212296782952,0,On-Time
ORD-1092,Apex Logistics,Packaging,2023-05-07,2023-05-17,2023-05-17,141,141,0,10,9.74778883524387,0,On-Time
ORD-1093,Global Parts Inc,Electronics,2023-03-16,2023-03-24,2023-03-24,150,150,0,22,24.94400479757659,0,Under Review
ORD-1094,Speedy Supply,Tools,2023-07-20,2023-07-29,2023-07-29,153,153,7,31,29.95603887379361,0,On-Time
ORD-1095,Beta Corp,Fasteners,2023-09-15,2023-09-23,2023-09-23,425,425,0,47,51.19146163678762,0,On-Time
ORD-1096,Elite Materials,Fasteners,2023-04-16,2023-04-21,2023-04-21,690,690,0,49,51.724055461992954,0,On-Time
ORD-1097,Swift Transport,Fasteners,2023-06-22,2023-06-27,2023-06-27,134,127,2,24,24.994036137038712,0,On-Time
ORD-1098,Alpha Parts,Packaging,2023-05-03,2023-05-13,2023-05-28,538,322,32,92,90.48894785233011,0,On-Time
ORD-1099,Speedy Supply,Fasteners,2023-05-23,2023-06-03,2023-06-05,949,949,0,41,42.74082078596272,0,On-Time
ORD-1100,Phoenix Trading,Components,2023-06-20,2023-07-02,2023-07-02,301,301,0,30,28.571918361713884,0,Under Review
ORD-1101,Vanguard Parts,Chemicals,2023-02-23,2023-03-03,2023-03-03,848,848,0,47,50.956423986144316,0,Under Review
ORD-1102,Phoenix Trading,Raw Materials,2023-04-02,2023-04-10,2023-04-10,520,520,0,89,90.35712830027609,0,On-Time
ORD-1103,Delta Manufacturing,Electronics,2023-02-04,2023-02-14,2023-02-16,768,768,0,84,94.79751566910345,0,On-Time
ORD-1104,Phoenix Trading,Machinery,2023-03-14,2023-03-20,2023-03-20,773,773,0,31,30.43303988849496,0,On-Time
ORD-1105,Mega Corp,Chemicals,2023-09-23,2023-09-28,2023-09-28,623,623,0,62,62.370751699111295,0,On-Time
ORD-1106,Vanguard Parts,Components,2023-03-26,2023-04-07,2023-04-07,149,149,1,79,89.35962533688047,0,On-Time
ORD-1107,Nova Logistics,Components,2023-07-03,2023-07-15,2023-07-15,300,300,45,40,43.7316913895333,0,On-Time
ORD-1108,Precision Parts,Chemicals,2023-02-20,2023-03-05,2023-03-05,498,498,0,36,39.18017405188435,0,On-Time
ORD-1109,Mega Corp,Machinery,2023-08-21,2023-08-26,2023-08-26,715,715,0,16,17.472633897373484,0,On-Time
ORD-1110,Stellar Components,Packaging,2023-10-15,2023-10-20,2023-10-21,435,435,0,77,80.65189977524717,1,Delayed
ORD-1111,Elite Materials,Machinery,2023-11-27,2023-12-08,2023-12-08,577,577,0,28,31.84533015885148,0,On-Time
ORD-1112,Elite Materials,Chemicals,2023-02-16,2023-02-27,2023-02-27,472,462,0,23,24.01532086114094,0,On-Time
ORD-1113,Quantum Logistics,Raw Materials,2023-05-23,2023-06-01,2023-06-01,528,528,0,53,55.01737611737537,0,Delayed
ORD-1114,Global Parts Inc,Packaging,2023-01-26,2023-02-05,2023-02-05,985,985,0,52,52.05138043209084,0,On-Time
ORD-1115,Omega Industries,Fasteners,2023-12-18,2023-12-27,2024-01-08,413,247,37,14,15.778805850806531,0,On-Time
ORD-1116,Titan Supply,Electronics,2023-02-25,2023-03-09,2023-03-09,376,376,0,69,71.03749636948261,0,On-Time
ORD-1117,Precision Parts,Chemicals,2023-07-11,2023-07-22,2023-07-22,660,660,0,66,65.55371735463066,0,On-Time
ORD-1118,Alpha Parts,Components,2023-08-05,2023-08-12,2023-08-17,575,575,57,51,53.130797271869156,0,On-Time
ORD-1119,Vertex Solutions,Chemicals,2023-07-20,2023-08-02,2023-08-02,440,440,0,36,40.7196722607364,0,On-Time
ORD-1120,Prime Suppliers,Electronics,2023-08-24,2023-08-31,2023-09-04,581,581,0,17,18.237432858129996,0,On-Time
ORD-1121,Fusion Materials,Tools,2023-05-21,2023-06-03,2023-06-03,741,741,0,64,69.39769511325703,0,Delayed
ORD-1122,Prime Suppliers,Electronics,2023-06-25,2023-06-30,2023-06-30,594,564,28,53,58.918003022863886,0,On-Time
ORD-1123,Swift Transport,Raw Materials,2023-10-11,2023-10-19,2023-10-19,359,359,0,50,48.16208246616609,0,On-Time
ORD-1124,Stellar Components,Tools,2023-09-13,2023-09-26,2023-09-26,888,870,0,59,66.71843526392918,0,On-Time
ORD-1125,Omega Industries,Chemicals,2023-06-26,2023-07-05,2023-07-05,504,504,50,80,84.66183549369866,0,On-Time
ORD-1126,Phoenix Trading,Machinery,2023-03-10,2023-03-16,2023-03-16,245,245,0,14,14.720445257430859,0,On-Time
ORD-1127,Stellar Components,Raw Materials,2023-12-04,2023-12-18,2023-12-18,910,910,0,38,37.29635951891008,1,Under Review
ORD-1128,Mega Corp,Electronics,2023-05-10,2023-05-18,2023-05-18,649,649,0,30,29.92913120993511,0,On-Time
ORD-1129,Prime Suppliers,Packaging,2023-01-10,2023-01-22,2023-01-24,108,108,5,88,86.93995962039592,0,On-Time
ORD-1130,Omega Industries,Packaging,2023-10-08,2023-10-20,2023-10-25,999,599,119,79,80.75252043448602,0,On-Time
ORD-1131,Mega Corp,Components,2023-04-24,2023-05-07,2023-05-07,862,844,0,81,91.19012848388257,0,Delayed
ORD-1132,Prime Suppliers,Components,2023-09-10,2023-09-22,2023-09-26,550,522,10,99,111.89627406350347,0,Delayed
ORD-1133,Omega Industries,Chemicals,2023-05-18,2023-05-30,2023-06-04,288,230,23,12,12.23668269569502,0,On-Time
ORD-1134,Nexus Trading,Components,2023-05-05,2023-05-15,2023-05-15,288,288,0,55,59.0993616736679,0,On-Time
ORD-1135,Elite Materials,Raw Materials,2023-05-27,2023-06-02,2023-06-02,205,205,0,76,75.8157187374173,0,Under Review
ORD-1136,Nova Logistics,Components,2023-11-07,2023-11-18,2023-11-23,934,747,149,26,25.558010208272457,0,Delayed
ORD-1137,Quality First,Components,2023-10-08,2023-10-21,2023-10-23,229,229,2,87,96.59028733905905,0,Under Review
ORD-1138,Nexus Trading,Components,2023-01-26,2023-02-01,2023-02-02,922,922,0,11,11.541869120322854,0,On-Time
ORD-1139,Delta Manufacturing,Fasteners,2023-08-25,2023-09-05,2023-09-05,992,992,0,87,83.35913130227807,0,On-Time
ORD-1140,Omega Industries,Components,2023-12-25,2024-01-01,2024-01-16,588,411,20,48,46.43019752564186,0,On-Time
ORD-1141,Zenith Suppliers,Tools,2023-02-12,2023-02-24,2023-02-25,635,635,0,44,44.34839725523251,0,On-Time
ORD-1142,Precision Parts,Tools,2023-01-20,2023-02-01,2023-02-01,402,402,0,32,32.07972312399658,1,On-Time
ORD-1143,Omega Industries,Machinery,2023-09-20,2023-09-30,2023-09-30,329,197,19,41,44.49095026637691,0,On-Time
ORD-1144,Omega Industries,Machinery,2023-02-22,2023-03-06,2023-03-06,770,539,53,42,41.90711787329975,0,On-Time
ORD-1145,Nexus Trading,Chemicals,2023-03-23,2023-03-31,2023-04-01,456,456,0,51,53.349778322987056,0,On-Time
ORD-1146,Alpha Parts,Packaging,2023-03-14,2023-03-25,2023-04-02,507,507,50,34,33.05240847058397,0,On-Time
ORD-1147,Apex Logistics,Raw Materials,2023-07-12,2023-07-23,2023-07-25,544,544,0,45,50.488501719377716,0,Delayed
ORD-1148,Global Parts Inc,Packaging,2023-04-21,2023-04-29,2023-04-30,312,305,0,38,40.1445007539298,0,Delayed
ORD-1149,Nova Logistics,Chemicals,2023-04-10,2023-04-19,2023-04-24,283,198,9,93,94.53929064709622,0,On-Time
ORD-1150,Delta Manufacturing,Fasteners,2023-12-11,2023-12-17,2023-12-17,798,798,7,71,67.79179073295568,0,On-Time
ORD-1151,Vanguard Parts,Electronics,2023-07-27,2023-08-04,2023-08-04,907,907,0,90,85.79016267280201,0,On-Time
ORD-1152,Mega Corp,Raw Materials,2023-06-08,2023-06-13,2023-06-13,156,152,0,87,98.07535652607858,0,On-Time
ORD-1153,Apex Logistics,Chemicals,2023-06-20,2023-06-28,2023-06-28,167,167,0,35,39.504503946089514,0,On-Time
ORD-1154,Swift Transport,Raw Materials,2023-01-04,2023-01-09,2023-01-11,385,385,19,64,71.35207018702698,0,On-Time
ORD-1155,Nexus Trading,Tools,2023-05-18,2023-05-25,2023-05-25,241,241,0,65,69.74511770141476,0,On-Time
ORD-1156,Precision Parts,Electronics,2023-11-11,2023-11-16,2023-11-16,953,953,0,33,36.12039295883015,0,On-Time
ORD-1157,Horizon Industries,Packaging,2023-09-15,2023-09-26,2023-09-26,880,880,0,18,19.109545803261987,0,Delayed
ORD-1158,Phoenix Trading,Chemicals,2023-06-16,2023-06-24,2023-06-24,422,422,0,21,20.19673601945448,0,On-Time
ORD-1159,Vertex Solutions,Raw Materials,2023-05-15,2023-05-25,2023-05-25,942,942,0,71,67.55396345031403,0,On-Time
ORD-1160,Speedy Supply,Fasteners,2023-10-23,2023-11-04,2023-11-04,941,846,0,36,36.227971789042094,0,On-Time
ORD-1161,Speedy Supply,Components,2023-12-15,2023-12-28,2023-12-28,528,528,26,94,97.9768608305657,0,On-Time
ORD-1162,Zenith Suppliers,Machinery,2023-10-04,2023-10-18,2023-10-18,953,953,0,96,94.4768777444907,0,On-Time
ORD-1163,Elite Materials,Machinery,2023-12-05,2023-12-19,2023-12-20,589,589,0,56,53.47206170384492,0,Delayed
ORD-1164,Alpha Parts,Fasteners,2023-01-20,2023-02-03,2023-02-11,614,491,73,90,102.33119876158308,1,On-Time
ORD-1165,Quantum Logistics,Tools,2023-11-11,2023-11-25,2023-11-25,159,159,0,80,77.67466121728646,0,On-Time
ORD-1166,Nexus Trading,Components,2023-02-26,2023-03-03,2023-03-03,587,587,0,64,68.81247676207055,0,On-Time
ORD-1167,Alpha Parts,Chemicals,2023-06-28,2023-07-07,2023-07-07,321,224,11,81,82.68923748581258,0,Delayed
ORD-1168,Swift Transport,Tools,2023-07-08,2023-07-15,2023-07-19,977,879,43,41,40.27674307175433,0,On-Time
ORD-1169,Vertex Solutions,Raw Materials,2023-12-22,2024-01-04,2024-01-04,754,738,7,95,104.15398698230321,0,On-Time
ORD-1170,Nexus Trading,Electronics,2023-06-13,2023-06-26,2023-06-28,106,106,0,96,107.3836426064455,0,On-Time
ORD-1171,Prime Suppliers,Chemicals,2023-08-10,2023-08-21,2023-08-25,962,962,48,92,98.11731865361425,0,On-Time
ORD-1172,Precision Parts,Fasteners,2023-06-12,2023-06-17,2023-06-17,954,954,0,73,70.16821301885786,0,On-Time
ORD-1173,Precision Parts,Machinery,2023-03-28,2023-04-04,2023-04-04,369,369,0,31,35.40390224735407,0,Under Review
ORD-1174,Stellar Components,Machinery,2023-06-10,2023-06-18,2023-06-18,972,972,0,54,58.79952985874165,0,On-Time
ORD-1175,Phoenix Trading,Raw Materials,2023-06-03,2023-06-15,2023-06-15,440,440,0,99,100.22693682637546,0,Under Review
ORD-1176,Nova Logistics,Machinery,2023-01-16,2023-01-27,2023-02-11,874,524,104,14,15.938763680373711,0,On-Time
ORD-1177,Speedy Supply,Fasteners,2023-04-27,2023-05-04,2023-05-04,334,317,6,53,57.38846438793877,0,On-Time
ORD-1178,Swift Transport,Raw Materials,2023-09-07,2023-09-20,2023-09-22,432,432,0,89,86.40249318375527,0,On-Time
ORD-1179,Elite Materials,Raw Materials,2023-07-05,2023-07-16,2023-07-18,578,578,0,31,31.440876213816377,1,On-Time
ORD-1180,Phoenix Trading,Chemicals,2023-07-15,2023-07-29,2023-07-29,864,864,0,87,82.65230369284758,0,On-Time
ORD-1181,Phoenix Trading,Chemicals,2023-04-04,2023-04-14,2023-04-14,493,493,4,69,78.70490898883017,0,Delayed
ORD-1182,Vanguard Parts,Fasteners,2023-11-16,2023-11-24,2023-11-24,284,284,0,93,100.31455921466056,0,On-Time
ORD-1183,Quantum Logistics,Packaging,2023-03-27,2023-04-04,2023-04-04,524,524,0,46,46.4503392913561,0,On-Time
ORD-1184,Quality First,Components,2023-03-22,2023-04-03,2023-04-03,893,893,0,60,65.6218583865446,0,On-Time
ORD-1185,Vanguard Parts,Electronics,2023-09-29,2023-10-04,2023-10-04,251,251,0,24,24.918303067890918,0,On-Time
ORD-1186,Speedy Supply,Raw Materials,2023-11-02,2023-11-09,2023-11-09,150,142,0,32,33.461921211764285,0,On-Time
ORD-1187,Nova Logistics,Electronics,2023-09-09,2023-09-18,2023-09-30,662,529,26,52,59.23805709672829,0,Delayed
ORD-1188,Horizon Industries,Components,2023-04-25,2023-05-09,2023-05-10,253,253,0,14,15.036275082393455,0,On-Time
ORD-1189,Alpha Parts,Raw Materials,2023-06-11,2023-06-23,2023-06-23,364,254,12,32,34.85520518027142,0,Under Review
ORD-1190,Elite Materials,Packaging,2023-10-22,2023-10-27,2023-10-27,827,827,0,86,98.33877417586699,0,On-Time
ORD-1191,Prime Suppliers,Electronics,2023-05-23,2023-05-30,2023-06-01,430,430,8,67,70.91714186100853,0,On-Time
ORD-1192,Precision Parts,Chemicals,2023-01-26,2023-02-03,2023-02-05,178,178,0,89,85.7616901272117,0,On-Time
ORD-1193,Swift Transport,Tools,2023-06-12,2023-06-17,2023-06-21,266,266,0,31,33.11462999355454,0,On-Time
ORD-1194,Horizon Industries,Components,2023-11-23,2023-12-07,2023-12-07,795,795,0,37,39.958460279639525,0,On-Time
ORD-1195,Titan Supply,Packaging,2023-01-30,2023-02-11,2023-02-12,782,782,0,52,50.24714894231202,0,On-Time
ORD-1196,Quality First,Tools,2023-09-05,2023-09-16,2023-09-16,968,968,0,85,89.87133782140465,0,Delayed
ORD-1197,Speedy Supply,Tools,2023-03-30,2023-04-07,2023-04-09,274,274,0,87,84.81453496134809,0,On-Time
ORD-1198,Elite Materials,Electronics,2023-04-19,2023-04-24,2023-04-25,343,343,0,92,102.86832404801508,0,On-Time
ORD-1199,Delta Manufacturing,Chemicals,2023-04-17,2023-04-23,2023-04-23,188,188,0,32,32.48989692002006,0,On-Time
ORD-1200,Fusion Materials,Chemicals,2023-11-06,2023-11-17,2023-11-17,673,673,0,75,83.6260666849854,0,On-Time
ORD-1201,Swift Transport,Components,2023-11-06,2023-11-15,2023-11-17,386,386,19,43,48.72687205062619,0,On-Time
ORD-1202,Phoenix Trading,Packaging,2023-09-20,2023-09-30,2023-10-01,371,371,0,72,82.53222328703829,0,On-Time
ORD-1203,Delta Manufacturing,Packaging,2023-05-09,2023-05-19,2023-05-19,487,487,0,52,53.90328073628486,0,On-Time
ORD-1204,Omega Industries,Fasteners,2023-12-27,2024-01-03,2024-01-03,871,522,52,15,16.607929136943273,0,On-Time
ORD-1205,Apex Logistics,Tools,2023-09-02,2023-09-12,2023-09-12,668,668,0,50,49.426172260119536,0,On-Time
ORD-1206,Horizon Industries,Packaging,2023-03-20,2023-03-28,2023-03-28,601,588,0,61,67.22218685167269,0,On-Time
ORD-1207,Speedy Supply,Electronics,2023-11-19,2023-12-03,2023-12-07,424,402,0,90,90.38970767727459,0,On-Time
ORD-1208,Apex Logistics,Packaging,2023-01-27,2023-02-07,2023-02-07,382,382,0,89,100.28177393353688,0,On-Time
ORD-1209,Stellar Components,Packaging,2023-03-17,2023-03-29,2023-03-30,963,963,0,55,62.13034129933545,0,On-Time
ORD-1210,Global Parts Inc,Tools,2023-01-13,2023-01-27,2023-01-27,354,346,0,48,47.74125391435424,0,On-Time
ORD-1211,Vanguard Parts,Fasteners,2023-07-22,2023-08-05,2023-08-06,817,817,0,36,35.616960071180685,0,On-Time
ORD-1212,Mega Corp,Chemicals,2023-03-17,2023-03-28,2023-03-29,152,152,0,82,80.36590315330129,0,On-Time
ORD-1213,Fusion Materials,Raw Materials,2023-08-11,2023-08-16,2023-08-16,117,117,0,89,100.01698386544524,0,On-Time
ORD-1214,Nova Logistics,Packaging,2023-07-02,2023-07-07,2023-07-12,276,220,11,65,67.49664409948626,0,On-Time
ORD-1215,Phoenix Trading,Tools,2023-12-27,2024-01-09,2024-01-09,921,921,0,92,99.48314110495255,1,On-Time
